option,type,file
VIDEO_RCAR_DRIF,tristate,drivers/media/platform/Kconfig
XFRM_ESP,tristate,net/xfrm/Kconfig
AUDIT,bool,init/Kconfig
TRACE_IRQFLAGS_NMI,bool,lib/Kconfig.debug
WILCO_EC,tristate,drivers/platform/chrome/wilco_ec/Kconfig
CHR_DEV_ST,tristate,drivers/scsi/Kconfig
PHY_BCM_NS_USB3,tristate,drivers/phy/broadcom/Kconfig
ARCH_HAS_RESET_CONTROLLER,bool,drivers/reset/Kconfig
RTC_DRV_TPS65910,tristate,drivers/rtc/Kconfig
QCOM_APR,tristate,drivers/soc/qcom/Kconfig
KEYBOARD_BCM,tristate,drivers/input/keyboard/Kconfig
BATTERY_RT5033,tristate,drivers/power/supply/Kconfig
MMC_SDHCI_OF_ASPEED,tristate,drivers/mmc/host/Kconfig
BCH,tristate,lib/Kconfig
INTEL_IOMMU,bool,drivers/iommu/intel/Kconfig
ARM_SCPI_POWER_DOMAIN,tristate,drivers/firmware/Kconfig
ARM_SCPI_CPUFREQ,tristate,drivers/cpufreq/Kconfig.arm
IPQ_LCC_806X,tristate,drivers/clk/qcom/Kconfig
DVB_GP8PSK_FE,tristate,drivers/media/dvb-frontends/Kconfig
THERMAL_DEFAULT_GOV_STEP_WISE,bool,drivers/thermal/Kconfig
DM_MULTIPATH,tristate,drivers/md/Kconfig
IOMMU_DEFAULT_PASSTHROUGH,bool,drivers/iommu/Kconfig
CRYPTO_USER_API_SKCIPHER,tristate,crypto/Kconfig
SURFACE_PLATFORM_PROFILE,tristate,drivers/platform/surface/Kconfig
MIPS_CPS_CPUIDLE,bool,drivers/cpuidle/Kconfig.mips
FAIL_MMC_REQUEST,bool,lib/Kconfig.debug
SCSI_3W_SAS,tristate,drivers/scsi/Kconfig
BPF_JIT_ALWAYS_ON,bool,kernel/bpf/Kconfig
COMEDI_NI_ATMIO16D,tristate,drivers/comedi/Kconfig
RESET_K210,bool,drivers/reset/Kconfig
VIDEO_DM365_ISIF,tristate,drivers/media/platform/davinci/Kconfig
LANCE,tristate,drivers/net/ethernet/amd/Kconfig
SPEAKUP_SYNTH_DTLK,tristate,drivers/accessibility/speakup/Kconfig
XGENE_DMA,tristate,drivers/dma/Kconfig
SND_SOC_UNIPHIER_EVEA_CODEC,tristate,sound/soc/uniphier/Kconfig
CRYPTO_DEV_KEEMBAY_OCS_HCU_HMAC_SHA224,bool,drivers/crypto/keembay/Kconfig
REGULATOR_RN5T618,tristate,drivers/regulator/Kconfig
REGULATOR_MC13892,tristate,drivers/regulator/Kconfig
SENSORS_LM80,tristate,drivers/hwmon/Kconfig
CMA_AREAS,integer,mm/Kconfig
EXTCON_FSA9480,tristate,drivers/extcon/Kconfig
LTO_NONE,bool,arch/Kconfig
PCI_HYPERV,tristate,drivers/pci/Kconfig
PCIEASPM,bool,drivers/pci/pcie/Kconfig
PM_ADVANCED_DEBUG,bool,kernel/power/Kconfig
DEBUG_FS_ALLOW_ALL,bool,lib/Kconfig.debug
VIDEO_EXYNOS4_FIMC_IS,tristate,drivers/media/platform/exynos4-is/Kconfig
MT76_LEDS,bool,drivers/net/wireless/mediatek/mt76/Kconfig
PINCTRL_SPEAR300,bool,drivers/pinctrl/spear/Kconfig
INTEL_IDMA64,tristate,drivers/dma/Kconfig
VME_TSI148,tristate,drivers/vme/bridges/Kconfig
SND_SOC_RT5514,tristate,sound/soc/codecs/Kconfig
BCM_PMB,bool,drivers/soc/bcm/bcm63xx/Kconfig
ATA_PIIX,tristate,drivers/ata/Kconfig
CRYPTO_DEV_OCTEONTX_CPT,tristate,drivers/crypto/marvell/Kconfig
ARM_GIC_MAX_NR,integer,drivers/irqchip/Kconfig
B43LEGACY,tristate,drivers/net/wireless/broadcom/b43legacy/Kconfig
ARMV7M_SYSTICK,bool,drivers/clocksource/Kconfig
SND_SOC_WM8904,tristate,sound/soc/codecs/Kconfig
FSL_ENETC_VF,tristate,drivers/net/ethernet/freescale/enetc/Kconfig
CSD_LOCK_WAIT_DEBUG,bool,lib/Kconfig.debug
KASAN_OUTLINE,bool,lib/Kconfig.kasan
AIC7XXX_REG_PRETTY_PRINT,bool,drivers/scsi/aic7xxx/Kconfig.aic7xxx
HID_MULTITOUCH,tristate,drivers/hid/Kconfig
INLINE_SPIN_LOCK_IRQ,bool,kernel/Kconfig.locks
FB_VIA_DIRECT_PROCFS,bool,drivers/video/fbdev/Kconfig
PSTORE_LZ4_COMPRESS,tristate,fs/pstore/Kconfig
ECRYPT_FS_MESSAGING,bool,fs/ecryptfs/Kconfig
INPUT_AB8500_PONKEY,tristate,drivers/input/misc/Kconfig
FB_DEFERRED_IO,bool,drivers/video/fbdev/Kconfig
SATA_AHCI,tristate,drivers/ata/Kconfig
COMEDI_MITE,tristate,drivers/comedi/Kconfig
REGULATOR_ARM_SCMI,tristate,drivers/regulator/Kconfig
PINCTRL_ZYNQMP,tristate,drivers/pinctrl/Kconfig
FIND_BIT_BENCHMARK,tristate,lib/Kconfig.debug
TI_ADS8688,tristate,drivers/iio/adc/Kconfig
SND_SOC_LOCHNAGAR_SC,tristate,sound/soc/codecs/Kconfig
RTW88_8723DE,tristate,drivers/net/wireless/realtek/rtw88/Kconfig
SLAB_FREELIST_RANDOM,bool,init/Kconfig
DVB_USB_A800,tristate,drivers/media/usb/dvb-usb/Kconfig
SYSTEMPORT,tristate,drivers/net/ethernet/broadcom/Kconfig
SND_SOC_INTEL_CHT_BSW_RT5645_MACH,tristate,sound/soc/intel/boards/Kconfig
TOUCHSCREEN_CHIPONE_ICN8318,tristate,drivers/input/touchscreen/Kconfig
IR_IMG_HW,bool,drivers/media/rc/img-ir/Kconfig
BATTERY_PMU,tristate,drivers/power/supply/Kconfig
HAVE_STATIC_CALL,bool,arch/Kconfig
XEN_BALLOON_MEMORY_HOTPLUG,bool,drivers/xen/Kconfig
SND_SOC_WM2000,tristate,sound/soc/codecs/Kconfig
SND_PXA2XX_SOC_I2S,tristate,sound/soc/pxa/Kconfig
FB_OMAP2_PANEL_SHARP_LS037V7DW01,tristate,drivers/video/fbdev/omap2/omapfb/displays/Kconfig
FTRACE_RECORD_RECURSION_SIZE,integer,kernel/trace/Kconfig
SECURITY,bool,security/Kconfig
SPEAR_ADC,tristate,drivers/iio/adc/Kconfig
I2C_SI470X,tristate,drivers/media/radio/si470x/Kconfig
ARM_TEGRA_DEVFREQ,tristate,drivers/devfreq/Kconfig
DVB_A8293,tristate,drivers/media/dvb-frontends/Kconfig
SENSORS_ASC7621,tristate,drivers/hwmon/Kconfig
OPTPROBES,bool,arch/Kconfig
USB_AMD5536UDC,tristate,drivers/usb/gadget/udc/Kconfig
BE2NET_BE3,bool,drivers/net/ethernet/emulex/benet/Kconfig
IQS621_ALS,tristate,drivers/iio/light/Kconfig
CHARGER_BQ2415X,tristate,drivers/power/supply/Kconfig
NETXEN_NIC,tristate,drivers/net/ethernet/qlogic/Kconfig
BNX2X_SRIOV,bool,drivers/net/ethernet/broadcom/Kconfig
ACPI_NUMA,bool,drivers/acpi/numa/Kconfig
SERIAL_PMACZILOG_CONSOLE,bool,drivers/tty/serial/Kconfig
BLK_CGROUP_RWSTAT,bool,block/Kconfig
INTERCONNECT,bool,drivers/interconnect/Kconfig
ATM_TCP,tristate,drivers/atm/Kconfig
SND_SOC_SOF_NOCODEC,tristate,sound/soc/sof/Kconfig
USB_GR_UDC,tristate,drivers/usb/gadget/udc/Kconfig
DVB_USB_CXUSB_ANALOG,bool,drivers/media/usb/dvb-usb/Kconfig
GPIO_EP93XX,bool,drivers/gpio/Kconfig
ARMADA_AP_CP_HELPER,bool,drivers/clk/mvebu/Kconfig
X86_32_SMP,bool,arch/x86/Kconfig
ZSWAP_COMPRESSOR_DEFAULT_ZSTD,bool,mm/Kconfig
REGULATOR_ISL9305,tristate,drivers/regulator/Kconfig
SERIAL_QCOM_GENI_CONSOLE,bool,drivers/tty/serial/Kconfig
CRYPTO_DEV_SUN8I_SS_PRNG,bool,drivers/crypto/allwinner/Kconfig
RTC_DRV_ARMADA38X,tristate,drivers/rtc/Kconfig
USB_CDNSP_PCI,tristate,drivers/usb/cdns3/Kconfig
SND_SOC_SOF_ELKHARTLAKE,tristate,sound/soc/sof/intel/Kconfig
PCIE_DW_PLAT_EP,bool,drivers/pci/controller/dwc/Kconfig
HID_ELECOM,tristate,drivers/hid/Kconfig
PCIE_MOBIVEIL_PLAT,bool,drivers/pci/controller/mobiveil/Kconfig
COMMON_CLK_PIC32,bool,drivers/clk/Kconfig
FB_TFT_PCD8544,tristate,drivers/staging/fbtft/Kconfig
SND_TIMER,tristate,sound/core/Kconfig
COMEDI_ICP_MULTI,tristate,drivers/comedi/Kconfig
DRM_R128,tristate,drivers/gpu/drm/Kconfig
BATTERY_DA9150,tristate,drivers/power/supply/Kconfig
ARM_S3C2416_CPUFREQ_VCORESCALE,bool,drivers/cpufreq/Kconfig.arm
OLPC_XO175,bool,drivers/platform/olpc/Kconfig
SCSI_CUMANA_2,tristate,drivers/scsi/arm/Kconfig
KVM_MMIO,bool,virt/kvm/Kconfig
RESET_BRCMSTB,tristate,drivers/reset/Kconfig
CLK_SIFIVE,bool,drivers/clk/sifive/Kconfig
USB_EHCI_TT_NEWSCHED,bool,drivers/usb/host/Kconfig
DEBUG_CREDENTIALS,bool,lib/Kconfig.debug
SND_SOC_WM2200,tristate,sound/soc/codecs/Kconfig
FAT_DEFAULT_CODEPAGE,integer,fs/fat/Kconfig
ALTERA_FREEZE_BRIDGE,tristate,drivers/fpga/Kconfig
SND_SOC_LM49453,tristate,sound/soc/codecs/Kconfig
TCM_FC,tristate,drivers/target/tcm_fc/Kconfig
IPV6_MROUTE_MULTIPLE_TABLES,bool,net/ipv6/Kconfig
SOC_INTEGRATOR_CM,bool,drivers/soc/versatile/Kconfig
BCACHE_DEBUG,bool,drivers/md/bcache/Kconfig
PWM_TIEHRPWM,tristate,drivers/pwm/Kconfig
FB_BIG_ENDIAN,bool,drivers/video/fbdev/Kconfig
BLK_DEV,bool,drivers/block/Kconfig
MVNETA_BM_ENABLE,tristate,drivers/net/ethernet/marvell/Kconfig
PHY_MTK_HDMI,tristate,drivers/phy/mediatek/Kconfig
SND_SOC_TLV320AIC31XX,tristate,sound/soc/codecs/Kconfig
SND_SOC_PCM179X_SPI,tristate,sound/soc/codecs/Kconfig
GPIO_SPRD,tristate,drivers/gpio/Kconfig
MCYRIXIII,bool,arch/x86/Kconfig.cpu
USB_XHCI_MTK,tristate,drivers/usb/host/Kconfig
SND_SOC_FSL_MQS,tristate,sound/soc/fsl/Kconfig
SERIO_I8042,tristate,drivers/input/serio/Kconfig
MAC80211_RC_DEFAULT,string,net/mac80211/Kconfig
DRM_PANEL_INNOLUX_P079ZCA,tristate,drivers/gpu/drm/panel/Kconfig
NIC7018_WDT,tristate,drivers/watchdog/Kconfig
HAS_TXX9_SERIAL,bool,drivers/tty/serial/Kconfig
FARSYNC,tristate,drivers/net/wan/Kconfig
RTL8187_LEDS,bool,drivers/net/wireless/realtek/rtl818x/Kconfig
ARM_GLOBAL_TIMER,bool,drivers/clocksource/Kconfig
NFS_ACL_SUPPORT,tristate,fs/Kconfig
RT2800USB_RT55XX,bool,drivers/net/wireless/ralink/rt2x00/Kconfig
CHARGER_ADP5061,tristate,drivers/power/supply/Kconfig
W1_SLAVE_DS2433,tristate,drivers/w1/slaves/Kconfig
MTD_NAND_JZ4740_ECC,tristate,drivers/mtd/nand/raw/ingenic/Kconfig
MSM_GCC_8916,tristate,drivers/clk/qcom/Kconfig
CHROME_PLATFORMS,bool,drivers/platform/chrome/Kconfig
PINCTRL_PFC_R8A7792,bool,drivers/pinctrl/renesas/Kconfig
PINCTRL_ARMADA_XP,bool,drivers/pinctrl/mvebu/Kconfig
ATL1,tristate,drivers/net/ethernet/atheros/Kconfig
DRM_DW_HDMI_CEC,tristate,drivers/gpu/drm/bridge/synopsys/Kconfig
APPLICOM,tristate,drivers/char/Kconfig
SCSI_ACORNSCSI_TAGGED_QUEUE,bool,drivers/scsi/arm/Kconfig
USB_SERIAL_OMNINET,tristate,drivers/usb/serial/Kconfig
SND_SOC_OMAP_MCPDM,tristate,sound/soc/ti/Kconfig
HDLC_PPP,tristate,drivers/net/wan/Kconfig
FTRACE_MCOUNT_USE_RECORDMCOUNT,bool,kernel/trace/Kconfig
X86_AMD_PLATFORM_DEVICE,bool,arch/x86/Kconfig
BRIDGE_NETFILTER,tristate,net/Kconfig
TCP_CONG_SCALABLE,tristate,net/ipv4/Kconfig
DVB_MB86A20S,tristate,drivers/media/dvb-frontends/Kconfig
VIRTIO_IOMMU,tristate,drivers/iommu/Kconfig
HVC_DCC,bool,drivers/tty/hvc/Kconfig
MLX5_SF_MANAGER,bool,drivers/net/ethernet/mellanox/mlx5/core/Kconfig
OF_FLATTREE,bool,drivers/of/Kconfig
LEDS_LOCOMO,tristate,drivers/leds/Kconfig
PATA_TRIFLEX,tristate,drivers/ata/Kconfig
MTD_SA1100,tristate,drivers/mtd/maps/Kconfig
LEDS_MLXREG,tristate,drivers/leds/Kconfig
SPI_DAVINCI,tristate,drivers/spi/Kconfig
COMEDI_PCL818,tristate,drivers/comedi/Kconfig
JOYSTICK_TMDC,tristate,drivers/input/joystick/Kconfig
HAVE_ARCH_KFENCE,bool,lib/Kconfig.kfence
MCP4922,tristate,drivers/iio/dac/Kconfig
SERIAL_ALTERA_UART_MAXPORTS,integer,drivers/tty/serial/Kconfig
SND_SYNTH_EMUX,tristate,sound/synth/Kconfig
VIDEO_ATMEL_ISI,tristate,drivers/media/platform/atmel/Kconfig
MFD_AS3722,tristate,drivers/mfd/Kconfig
IOMMU_API,bool,drivers/iommu/Kconfig
OMPIC,bool,drivers/irqchip/Kconfig
GPIO_GENERIC,tristate,drivers/gpio/Kconfig
PSERIES_CPUIDLE,bool,drivers/cpuidle/Kconfig.powerpc
USB_CDNS3_HOST,bool,drivers/usb/cdns3/Kconfig
TRACING_SUPPORT,bool,kernel/trace/Kconfig
PXA168_ETH,tristate,drivers/net/ethernet/marvell/Kconfig
INET_ESPINTCP,bool,net/ipv4/Kconfig
SND_SOC_PCM3060,tristate,sound/soc/codecs/Kconfig
ROCKCHIP_DW_MIPI_DSI,bool,drivers/gpu/drm/rockchip/Kconfig
UNIX98_PTYS,bool,drivers/tty/Kconfig
CRYPTO_DEV_KEEMBAY_OCS_AES_SM4_CTS,bool,drivers/crypto/keembay/Kconfig
FB_SBUS,bool,drivers/video/fbdev/Kconfig
CDROM_PKTCDVD,tristate,drivers/block/Kconfig
DEBUG_VM_PGFLAGS,bool,lib/Kconfig.debug
MS_BLOCK,tristate,drivers/memstick/core/Kconfig
VFIO,tristate,drivers/vfio/Kconfig
MT76x2E,tristate,drivers/net/wireless/mediatek/mt76/mt76x2/Kconfig
SAMSUNG_PM_CHECK_CHUNKSIZE,integer,drivers/soc/samsung/Kconfig
SYSC_R8A77970,bool,drivers/soc/renesas/Kconfig
NFC_MICROREAD_MEI,tristate,drivers/nfc/microread/Kconfig
NETFILTER_XT_TARGET_CONNMARK,tristate,net/netfilter/Kconfig
MINIX_SUBPARTITION,bool,block/partitions/Kconfig
QCOM_SMEM,tristate,drivers/soc/qcom/Kconfig
CHROMEOS_PSTORE,tristate,drivers/platform/chrome/Kconfig
NET_RX_BUSY_POLL,bool,net/Kconfig
RADIO_WL1273,tristate,drivers/media/radio/Kconfig
SENSORS_SMSC47B397,tristate,drivers/hwmon/Kconfig
CRYPTO_MICHAEL_MIC,tristate,crypto/Kconfig
NET_VENDOR_SOCIONEXT,bool,drivers/net/ethernet/socionext/Kconfig
IMA_QUEUE_EARLY_BOOT_KEYS,bool,security/integrity/ima/Kconfig
PINCTRL_BCM2835,bool,drivers/pinctrl/bcm/Kconfig
CRYPTO_ANSI_CPRNG,tristate,crypto/Kconfig
SURFACE_AGGREGATOR,tristate,drivers/platform/surface/aggregator/Kconfig
SECURITY_SELINUX,bool,security/selinux/Kconfig
SBNI_MULTILINE,bool,drivers/net/wan/Kconfig
ZONE_DMA32,bool,arch/x86/Kconfig
NET_SCHED,bool,net/sched/Kconfig
LCD_LMS501KF03,tristate,drivers/video/backlight/Kconfig
REGULATOR_TPS65086,tristate,drivers/regulator/Kconfig
NETFILTER_XT_TARGET_CONNSECMARK,tristate,net/netfilter/Kconfig
INPUT_ATC260X_ONKEY,tristate,drivers/input/misc/Kconfig
ARM_IMX_CPUFREQ_DT,tristate,drivers/cpufreq/Kconfig.arm
RTC_DRV_AT91RM9200,tristate,drivers/rtc/Kconfig
PINCTRL_PFC_R8A779A0,bool,drivers/pinctrl/renesas/Kconfig
COMEDI_PCL726,tristate,drivers/comedi/Kconfig
MFD_CS47L85,bool,drivers/mfd/Kconfig
LIQUIDIO,tristate,drivers/net/ethernet/cavium/Kconfig
LOCKDEP,bool,lib/Kconfig.debug
STAGING_MEDIA,bool,drivers/staging/media/Kconfig
NVME_RDMA,tristate,drivers/nvme/host/Kconfig
MTK_SCPSYS,bool,drivers/soc/mediatek/Kconfig
DRM_PANEL,bool,drivers/gpu/drm/panel/Kconfig
DVB_PLL,tristate,drivers/media/dvb-frontends/Kconfig
PRINTK_TIME,bool,lib/Kconfig.debug
DRM_PANEL_TPO_TD028TTEC1,tristate,drivers/gpu/drm/panel/Kconfig
BLK_DEV_IDEACPI,bool,drivers/ide/Kconfig
PANEL,tristate,drivers/auxdisplay/Kconfig
SERIAL_JSM,tristate,drivers/tty/serial/Kconfig
ARM_S5PV210_CPUFREQ,bool,drivers/cpufreq/Kconfig.arm
SND_SOC_INTEL_GLK,tristate,sound/soc/intel/Kconfig
NET_MEDIATEK_STAR_EMAC,tristate,drivers/net/ethernet/mediatek/Kconfig
EXT2_FS_POSIX_ACL,bool,fs/ext2/Kconfig
VIDEO_VIVID_MAX_DEVS,integer,drivers/media/test-drivers/vivid/Kconfig
PHY_BERLIN_SATA,tristate,drivers/phy/marvell/Kconfig
INPUT_MOUSEDEV_SCREEN_Y,integer,drivers/input/Kconfig
NWFLASH,tristate,drivers/char/Kconfig
EDAC_E7XXX,tristate,drivers/edac/Kconfig
LOONGSON1_WDT,tristate,drivers/watchdog/Kconfig
TRACE_IRQFLAGS_NMI_SUPPORT,bool,arch/x86/Kconfig.debug
COMMON_CLK_MT8183_MMSYS,bool,drivers/clk/mediatek/Kconfig
TASKS_RCU_GENERIC,bool,kernel/rcu/Kconfig
SECCOMP_FILTER,bool,arch/Kconfig
OLPC_XO15_SCI,bool,arch/x86/Kconfig
CLK_RASPBERRYPI,tristate,drivers/clk/bcm/Kconfig
IRQCHIP,bool,drivers/irqchip/Kconfig
PATA_HPT37X,tristate,drivers/ata/Kconfig
SENSORS_RM3100_SPI,tristate,drivers/iio/magnetometer/Kconfig
EDAC_I82443BXGX,tristate,drivers/edac/Kconfig
MPU3050,tristate,drivers/iio/gyro/Kconfig
DRM_PANEL_NOVATEK_NT35510,tristate,drivers/gpu/drm/panel/Kconfig
MLXSW_SWITCHIB,tristate,drivers/net/ethernet/mellanox/mlxsw/Kconfig
UIO_PCI_GENERIC,tristate,drivers/uio/Kconfig
PPP,tristate,drivers/net/ppp/Kconfig
PINCTRL_TEGRA,bool,drivers/pinctrl/tegra/Kconfig
DS1620,tristate,drivers/char/Kconfig
RFD_FTL,tristate,drivers/mtd/Kconfig
FB_MACMODES,tristate,drivers/video/fbdev/Kconfig
HW_RANDOM_S390,tristate,drivers/char/hw_random/Kconfig
NETFILTER_XT_MATCH_QUOTA,tristate,net/netfilter/Kconfig
TI_ST,tristate,drivers/misc/ti-st/Kconfig
ARCH_TEGRA_186_SOC,bool,drivers/soc/tegra/Kconfig
PINCTRL_XWAY,bool,drivers/pinctrl/Kconfig
MMC_DW_ROCKCHIP,tristate,drivers/mmc/host/Kconfig
ARCH_MAY_HAVE_PC_FDC,bool,arch/x86/Kconfig
MFD_MAX77650,tristate,drivers/mfd/Kconfig
NET_SCH_PIE,tristate,net/sched/Kconfig
BACKLIGHT_TPS65217,tristate,drivers/video/backlight/Kconfig
TOUCHSCREEN_ATMEL_MXT,tristate,drivers/input/touchscreen/Kconfig
NFT_FIB_IPV4,tristate,net/ipv4/netfilter/Kconfig
HAVE_KERNEL_LZO,bool,init/Kconfig
ASYNC_CORE,tristate,crypto/async_tx/Kconfig
INTEL_PMC_CORE,tristate,drivers/platform/x86/Kconfig
PINCTRL_MSM8996,tristate,drivers/pinctrl/qcom/Kconfig
NET_SCH_MULTIQ,tristate,net/sched/Kconfig
SERIAL_AR933X,tristate,drivers/tty/serial/Kconfig
INET_DIAG,tristate,net/ipv4/Kconfig
CRYPTO_GHASH,tristate,crypto/Kconfig
IDE_PROC_FS,bool,drivers/ide/Kconfig
OCFS2_DEBUG_MASKLOG,bool,fs/ocfs2/Kconfig
GENERIC_ENTRY,bool,arch/Kconfig
SND_SOC_WM8741,tristate,sound/soc/codecs/Kconfig
SPI_OMAP_100K,tristate,drivers/spi/Kconfig
BLK_DEV_TC86C001,tristate,drivers/ide/Kconfig
PSTORE,tristate,fs/pstore/Kconfig
OVERLAY_FS_REDIRECT_ALWAYS_FOLLOW,bool,fs/overlayfs/Kconfig
HAVE_SCHED_AVG_IRQ,bool,init/Kconfig
CRYPTO_DES_SPARC64,tristate,crypto/Kconfig
CRYPTO_DEV_SA2UL,tristate,drivers/crypto/Kconfig
SCSI_LPFC,tristate,drivers/scsi/Kconfig
SND_SOC_CS53L30,tristate,sound/soc/codecs/Kconfig
DVB_MN88443X,tristate,drivers/media/dvb-frontends/Kconfig
ROADRUNNER,tristate,drivers/net/hippi/Kconfig
RCAR_GYRO_ADC,tristate,drivers/iio/adc/Kconfig
VDPA,tristate,drivers/vdpa/Kconfig
SECURITY_SELINUX_SIDTAB_HASH_BITS,integer,security/selinux/Kconfig
NFC_ST95HF,tristate,drivers/nfc/st95hf/Kconfig
NF_NAT_FTP,tristate,net/netfilter/Kconfig
VIDEO_RDACM21,tristate,drivers/media/i2c/Kconfig
MAC80211_RC_MINSTREL,bool,net/mac80211/Kconfig
IIO_CONSUMERS_PER_TRIGGER,integer,drivers/iio/Kconfig
NF_CT_PROTO_UDPLITE,bool,net/netfilter/Kconfig
CARDMAN_4000,tristate,drivers/char/pcmcia/Kconfig
IKCONFIG_PROC,bool,init/Kconfig
SPEAKUP,tristate,drivers/accessibility/speakup/Kconfig
IP6_NF_TARGET_SYNPROXY,tristate,net/ipv6/netfilter/Kconfig
SPI_MXS,tristate,drivers/spi/Kconfig
MTD_NAND_CADENCE,tristate,drivers/mtd/nand/raw/Kconfig
HANGCHECK_TIMER,tristate,drivers/char/Kconfig
JOYSTICK_WARRIOR,tristate,drivers/input/joystick/Kconfig
CLK_RK3399,tristate,drivers/clk/rockchip/Kconfig
MTD_NAND_INGENIC_ECC,bool,drivers/mtd/nand/raw/ingenic/Kconfig
MAC80211_HT_DEBUG,bool,net/mac80211/Kconfig
COMEDI_AIO_IIRO_16,tristate,drivers/comedi/Kconfig
SENSORS_W83627EHF,tristate,drivers/hwmon/Kconfig
ELF_CORE,bool,init/Kconfig
FB_TCX,bool,drivers/video/fbdev/Kconfig
DEV_COREDUMP,bool,drivers/base/Kconfig
PINCTRL_LPC18XX,bool,drivers/pinctrl/Kconfig
NOTIFIER_ERROR_INJECTION,tristate,lib/Kconfig.debug
CLK_BCM_HR2,bool,drivers/clk/bcm/Kconfig
SENSORS_LM73,tristate,drivers/hwmon/Kconfig
ARM_MOXART_ETHER,tristate,drivers/net/ethernet/moxa/Kconfig
ARM_TEGRA_CPUIDLE,bool,drivers/cpuidle/Kconfig.arm
KCSAN_SKIP_WATCH,integer,lib/Kconfig.kcsan
VIA_VELOCITY,tristate,drivers/net/ethernet/via/Kconfig
AS_IS_LLVM,bool,init/Kconfig
I2C_HIGHLANDER,tristate,drivers/i2c/busses/Kconfig
PINCTRL_SUNIV_F1C100S,bool,drivers/pinctrl/sunxi/Kconfig
PCI_HOST_COMMON,tristate,drivers/pci/controller/Kconfig
FB_OMAP2_DSS_COLLECT_IRQ_STATS,bool,drivers/video/fbdev/omap2/omapfb/dss/Kconfig
MFD_ROHM_BD718XX,tristate,drivers/mfd/Kconfig
SENSORS_PC87360,tristate,drivers/hwmon/Kconfig
GOOGLE_FIRMWARE,bool,drivers/firmware/google/Kconfig
DVB_LNBH29,tristate,drivers/media/dvb-frontends/Kconfig
SAMPLE_SECCOMP,bool,samples/Kconfig
TEXTSEARCH,bool,lib/Kconfig
DRM_AMDGPU_USERPTR,bool,drivers/gpu/drm/amd/amdgpu/Kconfig
VIDEO_IVTV,tristate,drivers/media/pci/ivtv/Kconfig
ACPI_DOCK,bool,drivers/acpi/Kconfig
DRM_PANEL_LVDS,tristate,drivers/gpu/drm/panel/Kconfig
CMT_SPEECH,tristate,drivers/hsi/clients/Kconfig
TEST_STATIC_KEYS,tristate,lib/Kconfig.debug
SND_SOC_CS4341,tristate,sound/soc/codecs/Kconfig
CLK_BCM_CYGNUS,bool,drivers/clk/bcm/Kconfig
USB_DWC3,tristate,drivers/usb/dwc3/Kconfig
VIDEO_IMX_PXP,tristate,drivers/media/platform/Kconfig
KS8851,tristate,drivers/net/ethernet/micrel/Kconfig
XEN_HAVE_PVMMU,bool,drivers/xen/Kconfig
DYNAMIC_FTRACE_WITH_DIRECT_CALLS,bool,kernel/trace/Kconfig
MTD_JEDECPROBE,tristate,drivers/mtd/chips/Kconfig
MMC_CAVIUM_OCTEON,tristate,drivers/mmc/host/Kconfig
TSYS01,tristate,drivers/iio/temperature/Kconfig
RTC_DRV_ABEOZ9,tristate,drivers/rtc/Kconfig
DRM_PANEL_KINGDISPLAY_KD097D04,tristate,drivers/gpu/drm/panel/Kconfig
PCI_DRA7XX_EP,bool,drivers/pci/controller/dwc/Kconfig
DEBUG_OBJECTS_WORK,bool,lib/Kconfig.debug
PWM_STI,tristate,drivers/pwm/Kconfig
DRM_PANEL_SONY_ACX565AKM,tristate,drivers/gpu/drm/panel/Kconfig
NF_CT_NETLINK_HELPER,tristate,net/netfilter/Kconfig
INFINIBAND_ON_DEMAND_PAGING,bool,drivers/infiniband/Kconfig
KCOV_INSTRUMENT_ALL,bool,lib/Kconfig.debug
SPI_LP8841_RTC,tristate,drivers/spi/Kconfig
PINCTRL_IMX28,bool,drivers/pinctrl/freescale/Kconfig
BACKLIGHT_IPAQ_MICRO,tristate,drivers/video/backlight/Kconfig
6LOWPAN_DEBUGFS,bool,net/6lowpan/Kconfig
INA2XX_ADC,tristate,drivers/iio/adc/Kconfig
INTEL_IOMMU_DEBUGFS,bool,drivers/iommu/intel/Kconfig
BLK_DEV_ATIIXP,tristate,drivers/ide/Kconfig
EFI_TEST,tristate,drivers/firmware/efi/Kconfig
MTD_ONENAND_VERIFY_WRITE,bool,drivers/mtd/nand/onenand/Kconfig
INPUT_PCF8574,tristate,drivers/input/misc/Kconfig
DWMAC_MEDIATEK,tristate,drivers/net/ethernet/stmicro/stmmac/Kconfig
NVMEM_LPC18XX_OTP,tristate,drivers/nvmem/Kconfig
REGULATOR_ROHM,tristate,drivers/regulator/Kconfig
EDAC_PPC4XX,tristate,drivers/edac/Kconfig
BLK_DEV_NS87415,tristate,drivers/ide/Kconfig
SND_MESON_AXG_SPDIFIN,tristate,sound/soc/meson/Kconfig
PHY_DA8XX_USB,tristate,drivers/phy/ti/Kconfig
NVMEM_STM32_ROMEM,tristate,drivers/nvmem/Kconfig
FB_XVR2500,bool,drivers/video/fbdev/Kconfig
SND_SOC_MT6660,tristate,sound/soc/codecs/Kconfig
USB_SUPPORT,bool,drivers/usb/Kconfig
SOFT_WATCHDOG_PRETIMEOUT,bool,drivers/watchdog/Kconfig
XEN_UNPOPULATED_ALLOC,bool,drivers/xen/Kconfig
