option,type,file
BCM84881_PHY,tristate,drivers/net/phy/Kconfig
NVME_TARGET,tristate,drivers/nvme/target/Kconfig
TEST_SORT,tristate,lib/Kconfig.debug
I2C_SCMI,tristate,drivers/i2c/busses/Kconfig
I2C_VIA,tristate,drivers/i2c/busses/Kconfig
BMC150_MAGN_SPI,tristate,drivers/iio/magnetometer/Kconfig
CRYPTO_DEV_ROCKCHIP,tristate,drivers/crypto/Kconfig
SERIAL_8250_INGENIC,tristate,drivers/tty/serial/8250/Kconfig
INPUT_MAX8925_ONKEY,tristate,drivers/input/misc/Kconfig
CRYPTO_DEV_QAT_C3XXX,tristate,drivers/crypto/qat/Kconfig
VIRTIO_MMIO_CMDLINE_DEVICES,bool,drivers/virtio/Kconfig
SND_SOC_SOF_GEMINILAKE,tristate,sound/soc/sof/intel/Kconfig
PCI_MT7621,tristate,drivers/staging/mt7621-pci/Kconfig
SND_INTEL8X0M,tristate,sound/pci/Kconfig
ACPI_DEBUG,bool,drivers/acpi/Kconfig
DEFAULT_WESTWOOD,bool,net/ipv4/Kconfig
UX500_WATCHDOG,tristate,drivers/watchdog/Kconfig
MODIFY_LDT_SYSCALL,bool,arch/x86/Kconfig
LEGACY_TIMER_TICK,bool,kernel/time/Kconfig
ARCH_HAS_DMA_MARK_CLEAN,bool,kernel/dma/Kconfig
SENSORS_ADC128D818,tristate,drivers/hwmon/Kconfig
INPUT_IXP4XX_BEEPER,tristate,drivers/input/misc/Kconfig
CMA_DEBUG,bool,mm/Kconfig
POWER_RESET_VERSATILE,bool,drivers/power/reset/Kconfig
KEMPLD_WDT,tristate,drivers/watchdog/Kconfig
HAVE_ARCH_KGDB_QXFER_PKT,bool,lib/Kconfig.kgdb
SURFACE3_WMI,tristate,drivers/platform/surface/Kconfig
RTC_DRV_BQ32K,tristate,drivers/rtc/Kconfig
RADIO_TYPHOON_MUTEFREQ,integer,drivers/media/radio/Kconfig
USB_GSPCA_PAC7311,tristate,drivers/media/usb/gspca/Kconfig
HID_JABRA,tristate,drivers/hid/Kconfig
WLAN_VENDOR_ST,bool,drivers/net/wireless/st/Kconfig
DEVFREQ_EVENT_ROCKCHIP_DFI,tristate,drivers/devfreq/event/Kconfig
RTC_DEBUG,bool,drivers/rtc/Kconfig
GOLDFISH_TTY_EARLY_CONSOLE,bool,drivers/tty/Kconfig
EVENT_TRACE_STARTUP_TEST,bool,kernel/trace/Kconfig
SND_SOC_UX500_PLAT_MSP_I2S,tristate,sound/soc/ux500/Kconfig
SND_SOC_LPASS_APQ8016,tristate,sound/soc/qcom/Kconfig
AGP_PARISC,tristate,drivers/char/agp/Kconfig
MAX44009,tristate,drivers/iio/light/Kconfig
COMEDI_PCMAD,tristate,drivers/comedi/Kconfig
X86_REROUTE_FOR_BROKEN_BOOT_IRQS,bool,arch/x86/Kconfig
SYSC_R8A7743,bool,drivers/soc/renesas/Kconfig
VIDEO_CCS,tristate,drivers/media/i2c/ccs/Kconfig
VIA_WDT,tristate,drivers/watchdog/Kconfig
RADIO_AZTECH_PORT,hex,drivers/media/radio/Kconfig
ARM_SCMI_POWER_DOMAIN,tristate,drivers/firmware/Kconfig
IBM_PARTITION,bool,block/partitions/Kconfig
USB_OHCI_HCD_AT91,tristate,drivers/usb/host/Kconfig
UCLAMP_TASK,bool,init/Kconfig
BLK_DEV_NVME,tristate,drivers/nvme/host/Kconfig
RTC_DRV_EP93XX,tristate,drivers/rtc/Kconfig
BRCMFMAC_PROTO_BCDC,bool,drivers/net/wireless/broadcom/brcm80211/brcmfmac/Kconfig
FB_ATARI,bool,drivers/video/fbdev/Kconfig
MOST_COMPONENTS,tristate,drivers/staging/most/Kconfig
TWL4030_CORE,bool,drivers/mfd/Kconfig
SOC_BUS,bool,drivers/base/Kconfig
I2C_BRCMSTB,tristate,drivers/i2c/busses/Kconfig
PWM_INTEL_LGM,tristate,drivers/pwm/Kconfig
SPI_ZYNQMP_GQSPI,tristate,drivers/spi/Kconfig
TOUCHSCREEN_USB_EASYTOUCH,bool,drivers/input/touchscreen/Kconfig
LEDS_LP8860,tristate,drivers/leds/Kconfig
XEN_PVCALLS_BACKEND,bool,drivers/xen/Kconfig
SND_SOC_TAS6424,tristate,sound/soc/codecs/Kconfig
STAGING,bool,drivers/staging/Kconfig
NET_VENDOR_SIS,bool,drivers/net/ethernet/sis/Kconfig
F2FS_FS,tristate,fs/f2fs/Kconfig
OMAP4_DSS_HDMI_CEC,bool,drivers/gpu/drm/omapdrm/Kconfig
TOUCHSCREEN_EDT_FT5X06,tristate,drivers/input/touchscreen/Kconfig
FPGA_DFL_FME,tristate,drivers/fpga/Kconfig
SND_SOC_RL6347A,tristate,sound/soc/codecs/Kconfig
DEBUG_TEST_DRIVER_REMOVE,bool,drivers/base/Kconfig
HAVE_64BIT_ALIGNED_ACCESS,bool,arch/Kconfig
FB_RIVA_I2C,bool,drivers/video/fbdev/Kconfig
SENSORS_LIS3LV02D,tristate,drivers/misc/Kconfig
MTD_CFI_LE_BYTE_SWAP,bool,drivers/mtd/chips/Kconfig
USB_CDNS3,tristate,drivers/usb/cdns3/Kconfig
DM_MULTIPATH_IOA,tristate,drivers/md/Kconfig
CLK_ACTIONS,bool,drivers/clk/actions/Kconfig
DMA_CMA,bool,kernel/dma/Kconfig
EXTCON_MAX14577,tristate,drivers/extcon/Kconfig
AD9523,tristate,drivers/iio/frequency/Kconfig
DMASOUND_PAULA,tristate,sound/oss/dmasound/Kconfig
SND_SOC_RT5645,tristate,sound/soc/codecs/Kconfig
GCC_PLUGIN_STRUCTLEAK_VERBOSE,bool,security/Kconfig.hardening
SND_HDA_INTEL_HDMI_SILENT_STREAM,bool,sound/pci/hda/Kconfig
FIREWIRE,tristate,drivers/firewire/Kconfig
MFD_ACT8945A,tristate,drivers/mfd/Kconfig
MLX5_TC_SAMPLE,bool,drivers/net/ethernet/mellanox/mlx5/core/Kconfig
FLAT_NODE_MEM_MAP,bool,mm/Kconfig
BYTCRC_PMIC_OPREGION,bool,drivers/acpi/pmic/Kconfig
WIZNET_W5100_SPI,tristate,drivers/net/ethernet/wiznet/Kconfig
CHARGER_CROS_USBPD,tristate,drivers/power/supply/Kconfig
ATM,tristate,net/atm/Kconfig
MMIOTRACE,bool,kernel/trace/Kconfig
V4L_RADIO_ISA_DRIVERS,bool,drivers/media/radio/Kconfig
MAX63XX_WATCHDOG,tristate,drivers/watchdog/Kconfig
PAGE_POOL,bool,net/Kconfig
PHY_ROCKCHIP_USB,tristate,drivers/phy/rockchip/Kconfig
SERIAL_8250_16550A_VARIANTS,bool,drivers/tty/serial/8250/Kconfig
KEYSTONE_TIMER,bool,drivers/clocksource/Kconfig
REGULATOR_MT6358,tristate,drivers/regulator/Kconfig
CRYPTO_SM4,tristate,crypto/Kconfig
INIT_STACK_ALL_ZERO,bool,security/Kconfig.hardening
SND_SOC_SAMSUNG_SIMTEC,tristate,sound/soc/samsung/Kconfig
MIPS_EJTAG_FDC_KGDB,bool,drivers/tty/Kconfig
MSM_GCC_8660,tristate,drivers/clk/qcom/Kconfig
TOUCHSCREEN_ST1232,tristate,drivers/input/touchscreen/Kconfig
GIANFAR,tristate,drivers/net/ethernet/freescale/Kconfig
SND_SOC_TEGRA30_AHUB,tristate,sound/soc/tegra/Kconfig
SCSI_FC_ATTRS,tristate,drivers/scsi/Kconfig
VT_CONSOLE,bool,drivers/tty/Kconfig
SYSC_R8A774C0,bool,drivers/soc/renesas/Kconfig
EDAC_SBRIDGE,tristate,drivers/edac/Kconfig
HID_UCLOGIC,tristate,drivers/hid/Kconfig
VFIO_MDEV,tristate,drivers/vfio/mdev/Kconfig
HW_RANDOM_VIRTIO,tristate,drivers/char/hw_random/Kconfig
NVME_TARGET_PASSTHRU,bool,drivers/nvme/target/Kconfig
COMEDI_PCMCIA_DRIVERS,tristate,drivers/comedi/Kconfig
REGULATOR_88PG86X,tristate,drivers/regulator/Kconfig
ACPI_APEI,bool,drivers/acpi/apei/Kconfig
SND_SOC_PCM186X,tristate,sound/soc/codecs/Kconfig
SND_ES1968_RADIO,bool,sound/pci/Kconfig
MT7615E,tristate,drivers/net/wireless/mediatek/mt76/mt7615/Kconfig
LEDS_GPIO,tristate,drivers/leds/Kconfig
SENSIRION_SGP30,tristate,drivers/iio/chemical/Kconfig
SND_SB_COMMON,tristate,sound/isa/Kconfig
LED_TRIGGER_PHY,bool,drivers/net/phy/Kconfig
CFG80211_WEXT_EXPORT,bool,net/wireless/Kconfig
SND_CS46XX,tristate,sound/pci/Kconfig
PHY_SUN50I_USB3,tristate,drivers/phy/allwinner/Kconfig
SCHED_INFO,bool,lib/Kconfig.debug
USB_GSPCA_STK014,tristate,drivers/media/usb/gspca/Kconfig
MQ_IOSCHED_KYBER,tristate,block/Kconfig.iosched
ACPI_DEBUGGER,bool,drivers/acpi/Kconfig
PHY_MESON_AXG_PCIE,tristate,drivers/phy/amlogic/Kconfig
CLK_RENESAS_DIV6,bool,drivers/clk/renesas/Kconfig
SND_MESON_AXG_TDMIN,tristate,sound/soc/meson/Kconfig
IP_VS_FTP,tristate,net/netfilter/ipvs/Kconfig
AS_VERSION,integer,init/Kconfig
SND_SOC_MC13783,tristate,sound/soc/codecs/Kconfig
CRYPTO_DEV_HISI_SEC2,tristate,drivers/crypto/hisilicon/Kconfig
CC_HAS_INT128,bool,init/Kconfig
QCOM_CLK_RPM,tristate,drivers/clk/qcom/Kconfig
SND_SOC_LM4857,tristate,sound/soc/codecs/Kconfig
KEYBOARD_APPLESPI,tristate,drivers/input/keyboard/Kconfig
FANOTIFY_ACCESS_PERMISSIONS,bool,fs/notify/fanotify/Kconfig
DRM_PANEL_SAMSUNG_S6E88A0_AMS452EF01,tristate,drivers/gpu/drm/panel/Kconfig
GPIO_LPC32XX,tristate,drivers/gpio/Kconfig
MMC_DW_K3,tristate,drivers/mmc/host/Kconfig
COMMON_CLK_MT8167_IMGSYS,bool,drivers/clk/mediatek/Kconfig
FB_VALKYRIE,bool,drivers/video/fbdev/Kconfig
ARCH_RZN1,bool,drivers/soc/renesas/Kconfig
SENSORS_LM3533,tristate,drivers/iio/light/Kconfig
EFI_EARLYCON,bool,drivers/firmware/efi/Kconfig
TEST_STRSCPY,tristate,lib/Kconfig.debug
ROCKCHIP_DW_HDMI,bool,drivers/gpu/drm/rockchip/Kconfig
FTWDT010_WATCHDOG,tristate,drivers/watchdog/Kconfig
IIO_ST_PRESS_I2C,tristate,drivers/iio/pressure/Kconfig
CS5535_MFGPT_DEFAULT_IRQ,integer,drivers/misc/Kconfig
STM_SOURCE_FTRACE,tristate,drivers/hwtracing/stm/Kconfig
VIDEO_CX18,tristate,drivers/media/pci/cx18/Kconfig
XILINX_WATCHDOG,tristate,drivers/watchdog/Kconfig
VMWARE_PVSCSI,tristate,drivers/scsi/Kconfig
CFG80211_WEXT,bool,net/wireless/Kconfig
FB_OMAP_LCD_MIPID,bool,drivers/video/fbdev/omap/Kconfig
VIRTIO_VSOCKETS,tristate,net/vmw_vsock/Kconfig
WLAN_VENDOR_MARVELL,bool,drivers/net/wireless/marvell/Kconfig
CAN_TI_HECC,tristate,drivers/net/can/Kconfig
ARM_S3C2416_CPUFREQ,bool,drivers/cpufreq/Kconfig.arm
MESON_CLK_MEASURE,tristate,drivers/soc/amlogic/Kconfig
VIDEO_OV8856,tristate,drivers/media/i2c/Kconfig
SERIAL_SCCNXP_CONSOLE,bool,drivers/tty/serial/Kconfig
DEFERRED_STRUCT_PAGE_INIT,bool,mm/Kconfig
SMARTJOYPLUS_FF,bool,drivers/hid/Kconfig
SND_SOC_XTFPGA_I2S,tristate,sound/soc/xtensa/Kconfig
SND_SOC_AU1XAC97C,tristate,sound/soc/au1x/Kconfig
I2C_PARPORT,tristate,drivers/i2c/busses/Kconfig
ARM_VIC_NR,integer,drivers/irqchip/Kconfig
PINCTRL_MT8167,bool,drivers/pinctrl/mediatek/Kconfig
BLK_DEV_PDC202XX_NEW,tristate,drivers/ide/Kconfig
NETFILTER_XT_MATCH_PHYSDEV,tristate,net/netfilter/Kconfig
NOP_USB_XCEIV,tristate,drivers/usb/phy/Kconfig
NET_SOCK_MSG,bool,net/Kconfig
GPIO_DA9052,tristate,drivers/gpio/Kconfig
AUDIT_ARCH_COMPAT_GENERIC,bool,lib/Kconfig
MVEBU_ICU,bool,drivers/irqchip/Kconfig
BRCMFMAC_PCIE,bool,drivers/net/wireless/broadcom/brcm80211/brcmfmac/Kconfig
CC_OPTIMIZE_FOR_PERFORMANCE,bool,init/Kconfig
EXTCON_MAX77843,tristate,drivers/extcon/Kconfig
SND_VIA82XX,tristate,sound/pci/Kconfig
CRYPTO_SHA1_PPC_SPE,tristate,crypto/Kconfig
SC520_WDT,tristate,drivers/watchdog/Kconfig
CC10001_ADC,tristate,drivers/iio/adc/Kconfig
NFC_PN533,tristate,drivers/nfc/pn533/Kconfig
REGULATOR_ANATOP,tristate,drivers/regulator/Kconfig
DVB_USB_DIBUSB_MB,tristate,drivers/media/usb/dvb-usb/Kconfig
SERIAL_8250_DWLIB,bool,drivers/tty/serial/8250/Kconfig
HOTPLUG_PCI_IBM,tristate,drivers/pci/hotplug/Kconfig
ARMADA_37XX_RWTM_MBOX,tristate,drivers/mailbox/Kconfig
TWL6030_GPADC,tristate,drivers/iio/adc/Kconfig
GREYBUS_GPIO,tristate,drivers/staging/greybus/Kconfig
SND_DARLA20,tristate,sound/pci/Kconfig
MFD_MAX77843,bool,drivers/mfd/Kconfig
RADIO_ZOLTRIX,tristate,drivers/media/radio/Kconfig
SERIO_Q40KBD,tristate,drivers/input/serio/Kconfig
ST_LPC_WATCHDOG,tristate,drivers/watchdog/Kconfig
FTRACE_RECORD_RECURSION,bool,kernel/trace/Kconfig
PINCTRL_BCM6368,bool,drivers/pinctrl/bcm/Kconfig
SND_SOC_DA732X,tristate,sound/soc/codecs/Kconfig
SND_SEQ_MIDI,tristate,sound/core/seq/Kconfig
BLK_DEV_RAM,tristate,drivers/block/Kconfig
USB_F_NCM,tristate,drivers/usb/gadget/Kconfig
SENSORS_AHT10,tristate,drivers/hwmon/Kconfig
KEYSTONE_NAVIGATOR_QMSS,tristate,drivers/soc/ti/Kconfig
ARCH_MMAP_RND_COMPAT_BITS,integer,arch/Kconfig
SND_SOC_IMX_SPDIF,tristate,sound/soc/fsl/Kconfig
TOUCHSCREEN_AD7879,tristate,drivers/input/touchscreen/Kconfig
MMA9553,tristate,drivers/iio/accel/Kconfig
SENSORS_HDAPS,tristate,drivers/platform/x86/Kconfig
SND_SOC_SAMSUNG_TM2_WM5110,tristate,sound/soc/samsung/Kconfig
NETFILTER_XT_MATCH_STATE,tristate,net/netfilter/Kconfig
DVB_L64781,tristate,drivers/media/dvb-frontends/Kconfig
TOUCHSCREEN_RM_TS,tristate,drivers/input/touchscreen/Kconfig
INPUT_EVBUG,tristate,drivers/input/Kconfig
FB_GEODE_GX,tristate,drivers/video/fbdev/geode/Kconfig
CLK_IMX8QXP,tristate,drivers/clk/imx/Kconfig
NET_DSA_TAG_BRCM_LEGACY,tristate,net/dsa/Kconfig
F2FS_CHECK_FS,bool,fs/f2fs/Kconfig
RN5T618_WATCHDOG,tristate,drivers/watchdog/Kconfig
NET_DSA_BCM_SF2,tristate,drivers/net/dsa/Kconfig
IEEE802154_AT86RF230_DEBUGFS,bool,drivers/net/ieee802154/Kconfig
USB_MUSB_DA8XX,tristate,drivers/usb/musb/Kconfig
LOGIRUMBLEPAD2_FF,bool,drivers/hid/Kconfig
SND_INDIGOIOX,tristate,sound/pci/Kconfig
VIDEO_OV772X,tristate,drivers/media/i2c/Kconfig
MFD_TPS6586X,bool,drivers/mfd/Kconfig
HW_RANDOM_OMAP,tristate,drivers/char/hw_random/Kconfig
SND_ASIHPI,tristate,sound/pci/Kconfig
PINCTRL_UNIPHIER,bool,drivers/pinctrl/uniphier/Kconfig
EROFS_FS_XATTR,bool,fs/erofs/Kconfig
SND_SOC_SOF,tristate,sound/soc/sof/Kconfig
BSD_DISKLABEL,bool,block/partitions/Kconfig
IRQ_IDT3243X,bool,drivers/irqchip/Kconfig
RTC_DRV_M48T35,tristate,drivers/rtc/Kconfig
PWM_ATMEL,tristate,drivers/pwm/Kconfig
I2C_TAOS_EVM,tristate,drivers/i2c/busses/Kconfig
CRYPTO_CAST_COMMON,tristate,crypto/Kconfig
IIO_TRIGGERED_BUFFER,tristate,drivers/iio/buffer/Kconfig
COMEDI_KCOMEDILIB,tristate,drivers/comedi/Kconfig
FB_HGA,tristate,drivers/video/fbdev/Kconfig
XEN_PVH,bool,arch/x86/xen/Kconfig
RTC_DRV_PCF2127,tristate,drivers/rtc/Kconfig
MMC_TEST,tristate,drivers/mmc/core/Kconfig
USB_STORAGE_FREECOM,tristate,drivers/usb/storage/Kconfig
LCD_VGG2432A4,tristate,drivers/video/backlight/Kconfig
MFD_TPS65086,tristate,drivers/mfd/Kconfig
SPI_OMAP24XX,tristate,drivers/spi/Kconfig
USB_MUSB_UX500,tristate,drivers/usb/musb/Kconfig
PWM_IMX27,tristate,drivers/pwm/Kconfig
SCSI_BUSLOGIC,tristate,drivers/scsi/Kconfig
BRIDGE_EBT_LOG,tristate,net/bridge/netfilter/Kconfig
ARC_TIMERS_64BIT,bool,drivers/clocksource/Kconfig
VIDEO_THS8200,tristate,drivers/media/i2c/Kconfig
MICROCHIP_PHY,tristate,drivers/net/phy/Kconfig
TOUCHSCREEN_ADS7846,tristate,drivers/input/touchscreen/Kconfig
TEGRA20_APB_DMA,tristate,drivers/dma/Kconfig
DRM_SUN4I_BACKEND,tristate,drivers/gpu/drm/sun4i/Kconfig
AD5766,tristate,drivers/iio/dac/Kconfig
PATA_MPC52xx,tristate,drivers/ata/Kconfig
PWM_NTXEC,tristate,drivers/pwm/Kconfig
BACKLIGHT_CARILLO_RANCH,tristate,drivers/video/backlight/Kconfig
OPENVSWITCH_VXLAN,tristate,net/openvswitch/Kconfig
FONT_6x10,bool,lib/fonts/Kconfig
GADGET_UAC1,bool,drivers/usb/gadget/legacy/Kconfig
IR_RC5_DECODER,tristate,drivers/media/rc/Kconfig
MTD_PSTORE,tristate,drivers/mtd/Kconfig
ARM_HIGHBANK_CPUIDLE,bool,drivers/cpuidle/Kconfig.arm
REGULATOR_S5M8767,tristate,drivers/regulator/Kconfig
FIREWIRE_NOSY,tristate,drivers/firewire/Kconfig
INLINE_WRITE_UNLOCK_IRQRESTORE,bool,kernel/Kconfig.locks
ARM_TIMER_SP804,bool,drivers/clocksource/Kconfig
NET_SCH_GRED,tristate,net/sched/Kconfig
PCI_DIRECT,bool,arch/x86/Kconfig
CRYPTO_DEV_SUN8I_CE_TRNG,bool,drivers/crypto/allwinner/Kconfig
MMC_VIA_SDMMC,tristate,drivers/mmc/host/Kconfig
DRM,tristate,drivers/gpu/drm/Kconfig
VIDEO_S5K4ECGX,tristate,drivers/media/i2c/Kconfig
FUSION_MAX_SGE,integer,drivers/message/fusion/Kconfig
RTC_DRV_DA9055,tristate,drivers/rtc/Kconfig
DRM_XEN,bool,drivers/gpu/drm/xen/Kconfig
DRM_I915_FORCE_PROBE,string,drivers/gpu/drm/i915/Kconfig
CRYPTO_DEV_OMAP_SHAM,tristate,drivers/crypto/Kconfig
DMABUF_HEAPS_SYSTEM,bool,drivers/dma-buf/heaps/Kconfig
MCP4018,tristate,drivers/iio/potentiometer/Kconfig
PINCTRL_VT8500,bool,drivers/pinctrl/vt8500/Kconfig
KEYBOARD_ATARI,tristate,drivers/input/keyboard/Kconfig
SND_SOC_RT5682,tristate,sound/soc/codecs/Kconfig
ARM_S3C24XX_CPUFREQ,bool,drivers/cpufreq/Kconfig.arm
TOUCHSCREEN_ADC,tristate,drivers/input/touchscreen/Kconfig
MDIO_IPQ4019,tristate,drivers/net/mdio/Kconfig
AD7150,tristate,drivers/iio/cdc/Kconfig
MEDIA_RADIO_SUPPORT,bool,drivers/media/Kconfig
PCF50633_GPIO,tristate,drivers/mfd/Kconfig
HID_SEMITEK,tristate,drivers/hid/Kconfig
VIDEO_S5K5BAF,tristate,drivers/media/i2c/Kconfig
MVNETA_BM,tristate,drivers/net/ethernet/marvell/Kconfig
ASYNC_TX_DISABLE_PQ_VAL_DMA,bool,crypto/async_tx/Kconfig
IWL4965,tristate,drivers/net/wireless/intel/iwlegacy/Kconfig
NET_DSA_SJA1105_PTP,bool,drivers/net/dsa/sja1105/Kconfig
LEDS_GPIO_REGISTER,bool,drivers/leds/Kconfig
CLK_R8A7742,bool,drivers/clk/renesas/Kconfig
PCIE_DPC,bool,drivers/pci/pcie/Kconfig
MTD_NAND_MXC,tristate,drivers/mtd/nand/raw/Kconfig
POSIX_MQUEUE_SYSCTL,bool,init/Kconfig
NVMEM_SPMI_SDAM,tristate,drivers/nvmem/Kconfig
DRM_I915_TIMESLICE_DURATION,integer,drivers/gpu/drm/i915/Kconfig.profile
CRYPTO_DEV_IXP4XX,tristate,drivers/crypto/Kconfig
MFD_AC100,tristate,drivers/mfd/Kconfig
VHOST_MENU,bool,drivers/vhost/Kconfig
RTC_DRV_MAX6900,tristate,drivers/rtc/Kconfig
IRQ_UNIPHIER_AIDET,bool,drivers/irqchip/Kconfig
ICS932S401,tristate,drivers/misc/Kconfig
CSKY_APB_INTC,bool,drivers/irqchip/Kconfig
LDM_DEBUG,bool,block/partitions/Kconfig
RIONET_TX_SIZE,integer,drivers/net/Kconfig
RBTREE_TEST,tristate,lib/Kconfig.debug
XILINX_GMII2RGMII,tristate,drivers/net/phy/Kconfig
GPIO_WINBOND,tristate,drivers/gpio/Kconfig
DRM_GUD,tristate,drivers/gpu/drm/gud/Kconfig
PREEMPT,bool,kernel/Kconfig.preempt
UDMABUF,bool,drivers/dma-buf/Kconfig
SENSORS_MAX1111,tristate,drivers/hwmon/Kconfig
MMC_MESON_GX,tristate,drivers/mmc/host/Kconfig
PINCTRL_SC8180X,tristate,drivers/pinctrl/qcom/Kconfig
SDM_GPUCC_845,tristate,drivers/clk/qcom/Kconfig
DOVE_THERMAL,tristate,drivers/thermal/Kconfig
KEYBOARD_MAPLE,tristate,drivers/input/keyboard/Kconfig
CRYPTO_DEV_PADLOCK_AES,tristate,drivers/crypto/Kconfig
INTEL_TH_STH,tristate,drivers/hwtracing/intel_th/Kconfig
MAX77620_THERMAL,tristate,drivers/thermal/Kconfig
SUSPEND_SKIP_SYNC,bool,kernel/power/Kconfig
SAMPLE_PIDFD,bool,samples/Kconfig
VFIO_PLATFORM_CALXEDAXGMAC_RESET,tristate,drivers/vfio/platform/reset/Kconfig
SAMSUNG_LAPTOP,tristate,drivers/platform/x86/Kconfig
BE2NET_HWMON,bool,drivers/net/ethernet/emulex/benet/Kconfig
USB_USS720,tristate,drivers/usb/Kconfig
QCOM_SMP2P,tristate,drivers/soc/qcom/Kconfig
MMC_UNIPHIER,tristate,drivers/mmc/host/Kconfig
SND_ATMEL_SOC_SSC_PDC,tristate,sound/soc/atmel/Kconfig
DEBUG_MISC,bool,lib/Kconfig.debug
LEDS_DAC124S085,tristate,drivers/leds/Kconfig
SND_GUSCLASSIC,tristate,sound/isa/Kconfig
FB_CFB_COPYAREA,tristate,drivers/video/fbdev/Kconfig
USB_F_ECM,tristate,drivers/usb/gadget/Kconfig
GPIO_IT87,tristate,drivers/gpio/Kconfig
FB_EFI,bool,drivers/video/fbdev/Kconfig
EXYNOS_SROM,bool,drivers/memory/samsung/Kconfig
FSL_RCPM,bool,drivers/soc/fsl/Kconfig
CRYPTO_SHA256_PPC_SPE,tristate,crypto/Kconfig
LEDS_SYSCON,bool,drivers/leds/Kconfig
MOUSE_GPIO,tristate,drivers/input/mouse/Kconfig
USB_SISUSBVGA,tristate,drivers/usb/misc/sisusbvga/Kconfig
DVB_RTL2830,tristate,drivers/media/dvb-frontends/Kconfig
I40E,tristate,drivers/net/ethernet/intel/Kconfig
BRIDGE_EBT_STP,tristate,net/bridge/netfilter/Kconfig
HAVE_KVM_IRQCHIP,bool,virt/kvm/Kconfig
KCSAN_NUM_WATCHPOINTS,integer,lib/Kconfig.kcsan
SND_SOC_MTK_BTCVSD,tristate,sound/soc/mediatek/Kconfig
RT73USB,tristate,drivers/net/wireless/ralink/rt2x00/Kconfig
USB_MUSB_DSPS,tristate,drivers/usb/musb/Kconfig
USB_ULPI_BUS,tristate,drivers/usb/common/Kconfig
DRM_PANEL_ABT_Y030XX067A,tristate,drivers/gpu/drm/panel/Kconfig
CROS_USBPD_NOTIFY,tristate,drivers/platform/chrome/Kconfig
DE2104X_DSL,integer,drivers/net/ethernet/dec/tulip/Kconfig
CRYPTO_DEV_FSL_CAAM_RNG_API,bool,drivers/crypto/caam/Kconfig
BCM63XX_WDT,tristate,drivers/watchdog/Kconfig
PPC_BESTCOMM_ATA,tristate,drivers/dma/bestcomm/Kconfig
BRIDGE_EBT_ARP,tristate,net/bridge/netfilter/Kconfig
AMLOGIC_THERMAL,tristate,drivers/thermal/Kconfig
NET_VENDOR_MICROSEMI,bool,drivers/net/ethernet/mscc/Kconfig
BALLOON_COMPACTION,bool,mm/Kconfig
BMC150_ACCEL_I2C,tristate,drivers/iio/accel/Kconfig
ARCH_OPTIONAL_KERNEL_RWX,bool,arch/Kconfig
MANDATORY_FILE_LOCKING,bool,fs/Kconfig
CHARGER_MAX8997,tristate,drivers/power/supply/Kconfig
SERIAL_ALTERA_JTAGUART_CONSOLE,bool,drivers/tty/serial/Kconfig
ARCH_HAS_TICK_BROADCAST,bool,kernel/time/Kconfig
ROMFS_BACKED_BY_BOTH,bool,fs/romfs/Kconfig
EXYNOS_THERMAL,tristate,drivers/thermal/samsung/Kconfig
ARM_BIG_LITTLE_CPUIDLE,bool,drivers/cpuidle/Kconfig.arm
USB_CYTHERM,tristate,drivers/usb/misc/Kconfig
MFD_TWL4030_AUDIO,bool,drivers/mfd/Kconfig
IMX_WEIM,bool,drivers/bus/Kconfig
HX711,tristate,drivers/iio/adc/Kconfig
SND_SOC_MSM8916_WCD_ANALOG,tristate,sound/soc/codecs/Kconfig
IP6_NF_MATCH_EUI64,tristate,net/ipv6/netfilter/Kconfig
MWIFIEX,tristate,drivers/net/wireless/marvell/mwifiex/Kconfig
HP_ILO,tristate,drivers/misc/Kconfig
BINARY_PRINTF,bool,lib/Kconfig
SATA_DWC_OLD_DMA,bool,drivers/ata/Kconfig
USB_STORAGE_JUMPSHOT,tristate,drivers/usb/storage/Kconfig
SENSORS_MAX6642,tristate,drivers/hwmon/Kconfig
IMX2_WDT,tristate,drivers/watchdog/Kconfig
LEDS_MAX77693,tristate,drivers/leds/Kconfig
GPIO_MC33880,tristate,drivers/gpio/Kconfig
PTP_1588_CLOCK_VMW,tristate,drivers/ptp/Kconfig
NXP_C45_TJA11XX_PHY,tristate,drivers/net/phy/Kconfig
EDAC_ALTERA_DMA,bool,drivers/edac/Kconfig
SND_SOC_SGTL5000,tristate,sound/soc/codecs/Kconfig
EDAC_ALTERA_SDRAM,bool,drivers/edac/Kconfig
CRYPTO_DEV_OMAP,tristate,drivers/crypto/Kconfig
INTEL_IDXD_SVM,bool,drivers/dma/Kconfig
NET_SCH_PLUG,tristate,net/sched/Kconfig
SND_GINA20,tristate,sound/pci/Kconfig
SYSC_R8A7792,bool,drivers/soc/renesas/Kconfig
SPI_DW_BT1_DIRMAP,bool,drivers/spi/Kconfig
KEXEC_ELF,bool,arch/Kconfig
ACPI_REV_OVERRIDE_POSSIBLE,bool,drivers/acpi/Kconfig
AS_AVX512,bool,arch/x86/Kconfig.assembler
HARDLOCKUP_CHECK_TIMESTAMP,bool,lib/Kconfig.debug
MAC89x0,tristate,drivers/net/ethernet/cirrus/Kconfig
USB_STORAGE_DEBUG,bool,drivers/usb/storage/Kconfig
MFD_STW481X,tristate,drivers/mfd/Kconfig
